gid	species	contig_ct	vps-I_VIG_ct	vps-II_VIG_ct	rbm_genes
GCA_002903725	Vibrio vulnificus	211	2	4	
GCA_002903735	Vibrio vulnificus	239	0	4	
GCA_002903765	Vibrio vulnificus	239	0	4	
GCA_002903785	Vibrio vulnificus	169	0	4	
GCA_002903805	Vibrio vulnificus	685	2	4	
GCA_002903825	Vibrio vulnificus	184	2	4	
GCA_002903845	Vibrio vulnificus	194	0	4	
GCA_002903865	Vibrio vulnificus	219	0	4	
GCA_002903885	Vibrio vulnificus	229	2	4	
GCA_002906235	Vibrio vulnificus	838	0	4	
GCA_002906265	Vibrio vulnificus	534	0	4	
GCA_002906455	Vibrio campbellii	6	0	4	
GCA_002906475	Vibrio campbellii	2	0	4	
GCA_002906655	Vibrio hyugaensis	2	0	4	
GCA_002929865	Vibrio hyugaensis	141	0	4	
GCA_002929885	Vibrio hyugaensis	241	0	4	
GCA_002929905	Vibrio jasicida	248	0	4	
GCA_002929925	Vibrio jasicida	202	0	4	
GCA_002929935	Vibrio jasicida	156	0	4	
GCA_002929945	Vibrio jasicida	130	0	4	
GCA_002929985	Vibrio jasicida	341	0	4	
GCA_002930005	Vibrio jasicida	237	0	4	
GCA_002930015	Vibrio jasicida	210	0	4	
GCA_002930045	Vibrio jasicida	235	3	4	
GCA_002953335	Vibrio diabolicus	3	0	4	
GCA_002953355	Vibrio diabolicus	2	0	4	
GCA_002953375	Vibrio fluvialis	2	0	4	
GCA_002953395	Vibrio diabolicus	2	3	4	
GCA_002953515	Vibrio alginolyticus	3	0	4	
GCA_002953535	Vibrio alginolyticus	2	0	4	
GCA_002953975	Vibrio alginolyticus	2	0	4	
GCA_002954485	Vibrio campbellii	51	0	4	
GCA_002954505	Vibrio campbellii	13	0	4	
GCA_002954525	Vibrio jasicida	131	0	4	
GCA_002954555	Vibrio chagasii	38	1	1	
GCA_002954585	Vibrio chagasii_A	15	0	0	
GCA_002995655	Vibrio mediterranei	77	2	1	
GCA_003030845	Vibrio mediterranei	89	0	0	
GCA_003047085	Vibrio parahaemolyticus	2	0	4	
GCA_003047125	Vibrio vulnificus	2	0	4	
GCA_003049845	Vibrio splendidus	77	2	1	
GCA_003049855	Vibrio splendidus	102	0	0	
GCA_003049865	Vibrio splendidus	86	1	1	
GCA_003049905	Vibrio splendidus	63	1	1	
GCA_003049925	Vibrio splendidus	94	0	0	
GCA_003049945	Vibrio splendidus	54	0	0	
GCA_003049965	Vibrio splendidus	194	1	1	
GCA_003049975	Vibrio splendidus	89	0	0	
GCA_003050005	Vibrio splendidus	100	0	0	
GCA_003050025	Vibrio splendidus	83	1	1	
GCA_003050045	Vibrio splendidus	116	0	0	
GCA_003050065	Vibrio crassostreae	48	3	2	
GCA_003050085	Vibrio crassostreae	58	0	0	
GCA_003050105	Vibrio crassostreae	124	2	2	
GCA_003050125	Vibrio splendidus	46	0	0	
GCA_003050145	Vibrio splendidus	269	0	0	
GCA_003050165	Vibrio splendidus	78	0	0	rbmD
GCA_003050175	Vibrio splendidus	53	0	0	
GCA_003050205	Vibrio splendidus	82	2	1	
GCA_003050225	Vibrio splendidus	56	0	0	
GCA_003050245	Vibrio splendidus	68	0	0	
GCA_003050255	Vibrio splendidus	51	0	0	
GCA_003050285	Vibrio splendidus	56	0	0	
GCA_003050305	Vibrio splendidus	195	2	1	
GCA_003050315	Vibrio splendidus	104	0	0	
GCA_003050345	Vibrio splendidus	67	0	0	
GCA_003050355	Vibrio splendidus	67	0	1	
GCA_003050385	Vibrio splendidus	58	0	0	
GCA_003050405	Vibrio splendidus	92	0	0	
GCA_003050425	Vibrio splendidus	67	0	0	
GCA_003050445	Vibrio splendidus	39	0	0	
GCA_003050465	Vibrio splendidus	47	0	0	
GCA_003050485	Vibrio splendidus	40	0	0	
GCA_003050505	Vibrio splendidus	60	0	0	
GCA_003050545	Vibrio splendidus	72	0	0	
GCA_003050585	Vibrio crassostreae	30	0	0	
GCA_003050605	Vibrio crassostreae	133	2	2	
GCA_003056625	Vibrio parahaemolyticus	90	0	4	
GCA_003056645	Vibrio parahaemolyticus	87	0	4	
GCA_003056665	Vibrio parahaemolyticus	82	0	4	
GCA_003056675	Vibrio parahaemolyticus	77	0	4	
GCA_003056745	Vibrio parahaemolyticus	56	0	4	
GCA_003057295	Vibrio parahaemolyticus	88	0	4	
GCA_003057315	Vibrio parahaemolyticus	83	0	4	
GCA_003071965	Vibrio vulnificus	217	0	4	
GCA_003072005	Vibrio vulnificus	351	2	4	
GCA_003072025	Vibrio vulnificus	237	0	4	
GCA_003072055	Vibrio vulnificus	222	0	4	
GCA_003076895	Vibrio parahaemolyticus	5	0	4	
GCA_003085735	Vibrio parahaemolyticus	4	0	4	
GCA_003119375	Vibrio parahaemolyticus	5	0	4	
GCA_003123985	Vibrio diabolicus	227	0	4	
GCA_003123995	Vibrio parahaemolyticus	96	0	4	
GCA_003174825	Vibrio parahaemolyticus	190	0	4	
GCA_003184085	Vibrio vulnificus	97	2	4	
GCA_003184105	Vibrio vulnificus	87	2	4	
GCA_003186355	Vibrio parahaemolyticus	77	0	4	
GCA_003186805	Vibrio parahaemolyticus	129	0	4	
GCA_003203495	Vibrio harveyi	256	0	4	
GCA_003258475	Vibrio vulnificus	677	0	0	
GCA_003258485	Vibrio vulnificus	847	0	4	
GCA_003269215	Vibrio diazotrophicus	96	0	4	
GCA_003312585	Vibrio campbellii	3	0	4	
GCA_003326605	Vibrio harveyi	402	0	4	
GCA_003334845	Vibrio harveyi	299	0	4	
GCA_003337295	Vibrio diabolicus	29	0	4	
GCA_003345295	Vibrio splendidus	2	0	0	
GCA_003351885	Vibrio parahaemolyticus	4	0	4	
GCA_003408655	Vibrio chagasii	3	0	0	
GCA_003408895	Vibrio parahaemolyticus	92	0	4	
GCA_003408905	Vibrio parahaemolyticus	46	0	4	
GCA_003408935	Vibrio parahaemolyticus	250	0	4	
GCA_003443775	Vibrio natriegens	3	0	4	
GCA_003522385	Vibrio litoralis	74	0	0	
GCA_003522555	Vibrio vulnificus	3	0	4	
GCA_003568965	Vibrio halioticoli	6	0	0	
GCA_003573805	Vibrio splendidus	77	0	0	
GCA_003612695	Vibrio parahaemolyticus	2	0	4	
GCA_003612715	Vibrio parahaemolyticus	2	0	4	
GCA_003613035	Vibrio alginolyticus	5	0	4	
GCA_003613065	Vibrio alginolyticus	5	0	4	
GCA_003667985	Vibrio splendidus	5	2	2	
GCA_003691485	Vibrio campbellii	3	0	4	
GCA_003691505	Vibrio owensii	4	3	4	rbmD
GCA_003691525	Vibrio parahaemolyticus	3	0	4	
GCA_003691545	Vibrio owensii	4	0	4	
GCA_003726935	Vibrio mediterranei	3	0	0	
GCA_003732565	Vibrio splendidus	134	0	0	rbmEF
GCA_003751095	Vibrio crassostreae	23	0	4	
GCA_003751145	Vibrio crassostreae	29	0	4	
GCA_003751155	Vibrio crassostreae	19	0	4	
GCA_003751205	Vibrio crassostreae	17	0	0	
GCA_003751235	Vibrio crassostreae	18	0	4	
GCA_003751465	Vibrio crassostreae	32	0	4	
GCA_003751525	Vibrio crassostreae	17	0	0	
GCA_003751765	Vibrio crassostreae	32	0	0	
GCA_003751865	Vibrio crassostreae	16	0	0	
GCA_003751925	Vibrio crassostreae	29	0	4	
GCA_003751935	Vibrio crassostreae	30	0	4	
GCA_003752385	Vibrio crassostreae	44	0	0	
GCA_003752445	Vibrio crassostreae	17	0	4	
GCA_003755045	Vibrio crassostreae	19	0	4	
GCA_003755055	Vibrio crassostreae	18	0	0	
GCA_003755075	Vibrio crassostreae	17	0	4	
GCA_003790425	Vibrio ponticus	224	2	0	
GCA_003798485	Vibrio vulnificus	90	0	4	
GCA_003798505	Vibrio parahaemolyticus	87	0	4	
GCA_003798525	Vibrio diabolicus	89	0	4	
GCA_003814595	Vibrio crassostreae	18	0	4	
GCA_003814615	Vibrio crassostreae	18	0	0	
GCA_003814645	Vibrio crassostreae	18	0	0	
GCA_003814675	Vibrio crassostreae	18	0	0	
GCA_003814775	Vibrio crassostreae	28	0	4	
GCA_003814845	Vibrio crassostreae	21	0	4	
GCA_003814975	Vibrio crassostreae	17	0	0	
GCA_003970425	Vibrio penaeicida	576	1	4	rbmD
GCA_004006515	Vibrio parahaemolyticus	2	0	4	
GCA_004022545	Vibrio chagasii_A	2	0	4	
GCA_004028465	Vibrio parahaemolyticus	153	0	4	
GCA_004121085	Vibrio parahaemolyticus	45	0	4	
GCA_004121095	Vibrio parahaemolyticus	49	0	4	
GCA_004121105	Vibrio parahaemolyticus	42	0	4	
GCA_004121115	Vibrio parahaemolyticus	46	0	4	
GCA_004121175	Vibrio parahaemolyticus	35	0	4	
GCA_004121185	Vibrio parahaemolyticus	38	0	4	
GCA_004121195	Vibrio parahaemolyticus	81	0	4	
GCA_004121225	Vibrio parahaemolyticus	46	0	4	
GCA_004121235	Vibrio parahaemolyticus	27	0	4	
GCA_004121285	Vibrio parahaemolyticus	37	0	4	
GCA_004137845	Vibrio parahaemolyticus	78	0	4	
GCA_004194515	Vibrio parahaemolyticus	4	0	4	
GCA_004214355	Vibrio vulnificus	104	0	4	
GCA_004214365	Vibrio vulnificus	93	0	4	
GCA_004214375	Vibrio vulnificus	73	0	4	
GCA_004214385	Vibrio vulnificus	99	0	4	
GCA_004214395	Vibrio vulnificus	88	2	4	
GCA_004214455	Vibrio vulnificus	103	0	4	
GCA_004214465	Vibrio vulnificus	82	0	4	
GCA_004214475	Vibrio vulnificus	75	0	4	
GCA_004214495	Vibrio vulnificus	79	1	4	
GCA_004214525	Vibrio vulnificus	94	2	4	
GCA_004214555	Vibrio vulnificus	83	0	4	
GCA_004214565	Vibrio vulnificus	57	0	4	rbmEF
GCA_004214575	Vibrio vulnificus	63	0	4	
GCA_004214595	Vibrio vulnificus	170	0	4	
GCA_004214625	Vibrio vulnificus	252	0	4	
GCA_004214655	Vibrio vulnificus	71	2	4	
GCA_004214665	Vibrio vulnificus	158	0	4	
GCA_004214675	Vibrio vulnificus	162	0	4	
GCA_004214695	Vibrio vulnificus	79	0	4	
GCA_004214715	Vibrio vulnificus	90	1	4	
GCA_004214755	Vibrio vulnificus	99	0	4	
GCA_004214765	Vibrio vulnificus	82	2	4	
GCA_004214995	Vibrio vulnificus	65	0	4	
GCA_004215005	Vibrio vulnificus	44	0	4	
GCA_004215015	Vibrio vulnificus	46	2	4	
GCA_004215035	Vibrio vulnificus	97	1	4	
GCA_004215045	Vibrio vulnificus	84	2	4	
GCA_004215095	Vibrio vulnificus	36	0	4	
GCA_004215105	Vibrio vulnificus	51	0	4	
GCA_004215135	Vibrio vulnificus	80	2	4	
GCA_004215145	Vibrio vulnificus	117	0	4	
GCA_004215155	Vibrio vulnificus	113	0	4	
GCA_004215195	Vibrio vulnificus	92	0	4	
GCA_004215215	Vibrio vulnificus	119	0	4	
GCA_004215225	Vibrio vulnificus	84	0	4	
GCA_004215235	Vibrio vulnificus	95	0	4	
GCA_004215255	Vibrio vulnificus	79	0	4	
GCA_004215295	Vibrio vulnificus	80	0	4	
GCA_004215315	Vibrio vulnificus	176	0	4	
GCA_004215325	Vibrio vulnificus	83	0	4	
GCA_004215335	Vibrio vulnificus	111	0	4	
GCA_004215355	Vibrio vulnificus	65	2	4	
GCA_004283075	Vibrio alginolyticus	44	0	4	
GCA_004302935	Vibrio vulnificus	230	0	4	
GCA_004302945	Vibrio vulnificus	209	0	4	
GCA_004319645	Vibrio vulnificus	2	0	4	
GCA_004324395	Vibrio parahaemolyticus	232	0	4	
GCA_004324405	Vibrio parahaemolyticus	184	0	4	
GCA_004324415	Vibrio parahaemolyticus	199	0	4	
GCA_004324425	Vibrio parahaemolyticus	80	3	4	
GCA_004324435	Vibrio parahaemolyticus	233	0	3	
GCA_004324495	Vibrio parahaemolyticus	200	0	4	
GCA_004324505	Vibrio parahaemolyticus	95	0	3	
GCA_004324515	Vibrio parahaemolyticus	92	0	3	
GCA_004324525	Vibrio parahaemolyticus	232	0	3	
GCA_004324555	Vibrio parahaemolyticus	232	0	3	
GCA_004324575	Vibrio parahaemolyticus	155	0	3	
GCA_004324595	Vibrio parahaemolyticus	237	3	3	
GCA_004324625	Vibrio parahaemolyticus	212	0	3	
GCA_004324645	Vibrio parahaemolyticus	117	0	4	
GCA_004324655	Vibrio parahaemolyticus	102	0	4	
GCA_004324675	Vibrio parahaemolyticus	92	0	4	
GCA_004324705	Vibrio parahaemolyticus	178	0	4	
GCA_004324735	Vibrio parahaemolyticus	159	0	3	
GCA_004324745	Vibrio parahaemolyticus	248	0	3	
GCA_004324805	Vibrio parahaemolyticus	231	0	3	
GCA_004340345	Vibrio crassostreae	22	0	4	
GCA_004340845	Vibrio crassostreae	34	0	0	
GCA_004341705	Vibrio crassostreae	48	2	1	
GCA_004341745	Vibrio crassostreae	21	0	4	
GCA_004341905	Vibrio crassostreae	58	0	0	
GCA_004342205	Vibrio crassostreae	50	2	1	
GCA_004342305	Vibrio crassostreae	96	2	1	
GCA_004342375	Vibrio crassostreae	31	0	4	
GCA_004342545	Vibrio crassostreae	66	0	0	
GCA_004342565	Vibrio crassostreae	45	2	1	
GCA_004342705	Vibrio crassostreae	43	1	2	
GCA_004342765	Vibrio crassostreae	46	0	0	
GCA_004342805	Vibrio crassostreae	22	0	4	
GCA_004342815	Vibrio crassostreae	100	0	4	
GCA_004342865	Vibrio crassostreae	34	0	4	
GCA_004342955	Vibrio crassostreae	28	0	0	
GCA_004343405	Vibrio crassostreae	76	2	1	
GCA_004343425	Vibrio crassostreae	46	2	1	
GCA_004343545	Vibrio crassostreae	38	0	4	
GCA_004345225	Vibrio crassostreae	61	0	0	
GCA_004345475	Vibrio crassostreae	73	0	0	
GCA_004345525	Vibrio crassostreae	28	0	0	
GCA_004345545	Vibrio crassostreae	50	2	1	
GCA_004345555	Vibrio crassostreae	29	0	4	
GCA_004346295	Vibrio crassostreae	49	2	1	
GCA_004346325	Vibrio crassostreae	66	0	0	
GCA_004346345	Vibrio crassostreae	43	0	0	
GCA_004346495	Vibrio crassostreae	31	0	0	
GCA_004346625	Vibrio crassostreae	27	0	4	
GCA_004349325	Vibrio owensii	38	0	4	
GCA_004349375	Vibrio alginolyticus	69	0	4	
GCA_004355205	Vibrio vulnificus	2	2	4	
GCA_004365255	Vibrio crassostreae	43	2	1	
GCA_004522045	Vibrio diabolicus	29	2	4	
GCA_004764665	Vibrio echinoideorum	93	2	1	
GCA_004923355	Vibrio parahaemolyticus	73	3	4	
GCA_005144905	Vibrio cyclitrophicus	2	0	0	
GCA_005145745	Vibrio crassostreae	194	0	0	
GCA_005145765	Vibrio crassostreae	59	3	2	
GCA_005145775	Vibrio crassostreae	209	0	2	
GCA_005145785	Vibrio kanaloae	178	0	0	
GCA_005145845	Vibrio kanaloae	122	0	0	
GCA_005145855	Vibrio crassostreae	166	3	2	
GCA_005145865	Vibrio crassostreae	143	2	2	
GCA_005145885	Vibrio alginolyticus	123	0	4	
GCA_005145915	Vibrio lentus	46	0	0	
GCA_005145945	Vibrio lentus	101	0	0	
GCA_005146375	Vibrio crassostreae_C	177	0	0	
GCA_005146405	Vibrio crassostreae_C	1083	3	1	
GCA_005146415	Vibrio kanaloae	114	0	0	
GCA_005146425	Vibrio crassostreae_C	223	0	0	
GCA_005146445	Vibrio kanaloae	185	0	0	
GCA_005146485	Vibrio crassostreae_C	157	0	0	
GCA_005146495	Vibrio crassostreae_C	189	0	0	rbmD
GCA_005146515	Vibrio kanaloae	208	0	0	
GCA_005146525	Vibrio crassostreae_C	158	0	0	
GCA_005146545	Vibrio kanaloae	216	0	0	
GCA_005146585	Vibrio crassostreae_C	161	0	0	
GCA_005146605	Vibrio crassostreae_C	185	2	2	
GCA_005146615	Vibrio crassostreae_C	398	0	0	
GCA_005146655	Vibrio breoganii	164	0	0	
GCA_005146695	Vibrio crassostreae_C	157	0	4	
GCA_005146705	Vibrio breoganii	148	0	0	
GCA_005146725	Vibrio kanaloae	159	0	0	
GCA_005146755	Vibrio lentus	61	0	0	
GCA_005146775	Vibrio lentus	185	0	0	
GCA_005146805	Vibrio breoganii	144	0	0	
GCA_005146815	Vibrio crassostreae_C	242	0	0	
GCA_005166255	Vibrio lentus	49	0	0	
GCA_005166265	Vibrio breoganii	174	0	0	
GCA_005239365	Vibrio alginolyticus	2	0	4	
GCA_005281815	Vibrio chagasii	141	2	1	
GCA_005281825	Vibrio gallaecicus	62	2	1	
GCA_006124855	Vibrio parahaemolyticus	53	0	4	
GCA_006124875	Vibrio alginolyticus	83	0	4	
GCA_006124885	Vibrio rotiferianus	96	0	4	
GCA_006124895	Vibrio rotiferianus	107	0	4	
GCA_006124955	Vibrio parahaemolyticus	97	0	4	
GCA_006124975	Vibrio rotiferianus	108	0	4	
GCA_006125005	Vibrio rotiferianus	68	0	4	
GCA_006151825	Vibrio diabolicus	160	0	4	
GCA_006226665	Vibrio fluvialis	539	0	0	
GCA_006364355	Vibrio furnissii	3	0	4	
GCA_006368175	Vibrio parahaemolyticus	313	0	4	
GCA_006368215	Vibrio parahaemolyticus	337	0	4	
GCA_006368225	Vibrio parahaemolyticus	739	0	4	
GCA_006368235	Vibrio parahaemolyticus	709	0	4	
GCA_006368255	Vibrio parahaemolyticus	409	0	4	
GCA_006368265	Vibrio parahaemolyticus	121	0	4	
GCA_006368305	Vibrio parahaemolyticus	130	0	4	
GCA_006368335	Vibrio parahaemolyticus	154	0	4	
GCA_006368345	Vibrio parahaemolyticus	137	0	4	
GCA_006368365	Vibrio parahaemolyticus	239	0	4	
GCA_006368375	Vibrio parahaemolyticus	490	0	4	
GCA_006368385	Vibrio parahaemolyticus	410	0	4	
GCA_006368415	Vibrio parahaemolyticus	523	0	4	rbmD
GCA_006368425	Vibrio parahaemolyticus	138	0	4	
GCA_006368435	Vibrio parahaemolyticus	449	0	4	
GCA_006368485	Vibrio parahaemolyticus	788	0	4	
GCA_006368495	Vibrio parahaemolyticus	138	0	4	
GCA_006368505	Vibrio parahaemolyticus	156	0	4	
GCA_006368545	Vibrio parahaemolyticus	373	0	4	
GCA_006368565	Vibrio parahaemolyticus	113	0	4	
GCA_006368575	Vibrio parahaemolyticus	137	0	4	
GCA_006368595	Vibrio parahaemolyticus	470	0	4	
GCA_006368625	Vibrio parahaemolyticus	109	0	4	
GCA_006368635	Vibrio parahaemolyticus	686	0	4	
GCA_006368645	Vibrio parahaemolyticus	570	0	0	
GCA_006368665	Vibrio parahaemolyticus	122	0	4	
GCA_006368705	Vibrio parahaemolyticus	267	0	4	
GCA_006368725	Vibrio parahaemolyticus	143	0	4	
GCA_006368755	Vibrio parahaemolyticus	102	3	4	
GCA_006368785	Vibrio parahaemolyticus	122	0	4	
GCA_006368795	Vibrio parahaemolyticus	405	0	4	
GCA_006368815	Vibrio parahaemolyticus	430	0	4	
GCA_006368835	Vibrio parahaemolyticus	221	3	4	
GCA_006368845	Vibrio parahaemolyticus	204	0	4	
GCA_006368875	Vibrio parahaemolyticus	289	0	4	
GCA_006368915	Vibrio parahaemolyticus	255	3	4	
GCA_006368925	Vibrio parahaemolyticus	823	0	0	
GCA_006368935	Vibrio parahaemolyticus	125	0	4	
GCA_006368945	Vibrio parahaemolyticus	535	0	4	
GCA_006368955	Vibrio parahaemolyticus	132	3	4	rbmEF
GCA_006368995	Vibrio parahaemolyticus	303	0	4	
GCA_006369005	Vibrio parahaemolyticus	137	0	4	rbmEF
GCA_006369055	Vibrio parahaemolyticus	107	0	4	
GCA_006369075	Vibrio parahaemolyticus	578	0	4	
GCA_006369085	Vibrio parahaemolyticus	153	0	4	
GCA_006369095	Vibrio parahaemolyticus	502	0	4	
GCA_006369105	Vibrio parahaemolyticus	108	3	4	
GCA_006369115	Vibrio parahaemolyticus	160	0	4	
GCA_006369175	Vibrio parahaemolyticus	108	3	4	
GCA_006369185	Vibrio parahaemolyticus	495	0	4	
GCA_006369195	Vibrio parahaemolyticus	553	3	4	
GCA_006369205	Vibrio parahaemolyticus	112	0	4	
GCA_006369235	Vibrio parahaemolyticus	80	0	4	
GCA_006369265	Vibrio parahaemolyticus	78	3	4	
GCA_006369285	Vibrio parahaemolyticus	133	3	4	
GCA_006369315	Vibrio parahaemolyticus	104	0	4	
GCA_006369325	Vibrio parahaemolyticus	572	0	4	
GCA_006369335	Vibrio parahaemolyticus	700	0	0	
GCA_006369355	Vibrio parahaemolyticus	529	0	0	
GCA_006369365	Vibrio parahaemolyticus	446	3	4	
GCA_006369375	Vibrio parahaemolyticus	131	3	4	
GCA_006369425	Vibrio parahaemolyticus	118	0	4	
GCA_006369435	Vibrio parahaemolyticus	172	3	4	
GCA_006369455	Vibrio parahaemolyticus	226	0	4	
GCA_006369475	Vibrio parahaemolyticus	210	0	4	
GCA_006369515	Vibrio parahaemolyticus	678	0	4	
GCA_006369525	Vibrio parahaemolyticus	439	0	4	
GCA_006369535	Vibrio parahaemolyticus	95	0	4	
GCA_006369545	Vibrio parahaemolyticus	281	0	4	
GCA_006369565	Vibrio parahaemolyticus	226	0	4	
GCA_006369615	Vibrio parahaemolyticus	84	0	4	
GCA_006369625	Vibrio parahaemolyticus	781	0	0	
GCA_006369645	Vibrio parahaemolyticus	277	3	4	
GCA_006369655	Vibrio parahaemolyticus	853	0	4	
GCA_006369665	Vibrio parahaemolyticus	201	0	4	
GCA_006370575	Vibrio parahaemolyticus	45	0	4	
GCA_006370595	Vibrio parahaemolyticus	689	0	4	
GCA_006370625	Vibrio parahaemolyticus	133	0	4	
GCA_006370635	Vibrio parahaemolyticus	219	0	4	
GCA_006370655	Vibrio parahaemolyticus	194	0	4	
GCA_006370685	Vibrio parahaemolyticus	136	0	4	
GCA_006370715	Vibrio parahaemolyticus	126	0	4	
GCA_006370725	Vibrio parahaemolyticus	125	0	4	
GCA_006370745	Vibrio parahaemolyticus	510	0	4	
GCA_006370755	Vibrio parahaemolyticus	844	0	4	
GCA_006370775	Vibrio parahaemolyticus	871	0	0	
GCA_006370785	Vibrio parahaemolyticus	1123	0	0	
GCA_006370805	Vibrio parahaemolyticus	125	0	4	
GCA_006370835	Vibrio parahaemolyticus	150	0	4	
GCA_006370855	Vibrio parahaemolyticus	124	0	4	
GCA_006370895	Vibrio parahaemolyticus	132	0	4	
GCA_006370915	Vibrio parahaemolyticus	139	0	4	
GCA_006370925	Vibrio parahaemolyticus	135	0	4	
GCA_006370945	Vibrio parahaemolyticus	223	0	4	
GCA_006370955	Vibrio parahaemolyticus	184	3	4	
GCA_006370975	Vibrio parahaemolyticus	493	0	4	
GCA_006371005	Vibrio parahaemolyticus	170	0	4	
GCA_006371015	Vibrio parahaemolyticus	115	0	4	
GCA_006371055	Vibrio parahaemolyticus	179	0	4	
GCA_006371065	Vibrio parahaemolyticus	284	0	4	
GCA_006371095	Vibrio parahaemolyticus	268	3	4	
GCA_006371105	Vibrio parahaemolyticus	108	0	4	
GCA_006371115	Vibrio parahaemolyticus	98	3	4	
GCA_006371125	Vibrio parahaemolyticus	145	0	4	
GCA_006371175	Vibrio parahaemolyticus	159	0	4	
GCA_006371195	Vibrio parahaemolyticus	135	0	4	
GCA_006371215	Vibrio parahaemolyticus	125	0	4	
GCA_006371225	Vibrio parahaemolyticus	131	0	4	
GCA_006371235	Vibrio parahaemolyticus	698	0	0	
GCA_006371265	Vibrio parahaemolyticus	110	0	4	
GCA_006371275	Vibrio parahaemolyticus	135	3	4	
GCA_006371305	Vibrio parahaemolyticus	121	0	4	
GCA_006371325	Vibrio parahaemolyticus	531	0	4	
GCA_006371345	Vibrio parahaemolyticus	129	0	4	
GCA_006371355	Vibrio parahaemolyticus	111	0	4	
GCA_006371395	Vibrio parahaemolyticus	93	0	4	
GCA_006371405	Vibrio parahaemolyticus	220	0	4	
GCA_006371435	Vibrio parahaemolyticus	1263	0	0	
GCA_006371445	Vibrio parahaemolyticus	647	0	4	
GCA_006371455	Vibrio parahaemolyticus	101	0	4	
GCA_006371465	Vibrio parahaemolyticus	456	0	4	
GCA_006371485	Vibrio parahaemolyticus	249	0	4	
GCA_006371495	Vibrio parahaemolyticus	138	0	4	
GCA_006371545	Vibrio parahaemolyticus	133	0	4	
GCA_006371565	Vibrio parahaemolyticus	179	0	4	
GCA_006371575	Vibrio parahaemolyticus	318	0	4	
GCA_006371585	Vibrio parahaemolyticus	831	0	0	
GCA_006371625	Vibrio parahaemolyticus	139	0	4	
GCA_006371635	Vibrio parahaemolyticus	144	3	4	
GCA_006371655	Vibrio parahaemolyticus	548	0	4	
GCA_006371685	Vibrio parahaemolyticus	105	0	4	
GCA_006371705	Vibrio parahaemolyticus	114	0	4	
GCA_006371715	Vibrio parahaemolyticus	218	0	4	
GCA_006371735	Vibrio parahaemolyticus	123	0	4	
GCA_006371755	Vibrio parahaemolyticus	148	0	4	
GCA_006371795	Vibrio parahaemolyticus	135	0	4	
GCA_006371805	Vibrio parahaemolyticus	1008	0	3	
GCA_006371825	Vibrio parahaemolyticus	457	0	4	
GCA_006371835	Vibrio parahaemolyticus	218	0	4	
GCA_006371845	Vibrio parahaemolyticus	575	0	0	
GCA_006371865	Vibrio parahaemolyticus	1105	0	4	
GCA_006371905	Vibrio parahaemolyticus	141	0	4	
GCA_006371915	Vibrio parahaemolyticus	254	0	4	
GCA_006371945	Vibrio parahaemolyticus	418	0	4	
GCA_006371955	Vibrio parahaemolyticus	126	0	4	
GCA_006371975	Vibrio parahaemolyticus	148	0	4	
GCA_006372015	Vibrio parahaemolyticus	135	0	4	
GCA_006372035	Vibrio parahaemolyticus	116	0	4	
GCA_006372045	Vibrio parahaemolyticus	411	0	4	
GCA_006372055	Vibrio parahaemolyticus	398	0	4	
GCA_006372075	Vibrio parahaemolyticus	773	0	4	
GCA_006372085	Vibrio parahaemolyticus	214	0	4	
GCA_006372095	Vibrio parahaemolyticus	143	0	4	
GCA_006372145	Vibrio parahaemolyticus	491	0	4	
GCA_006372155	Vibrio parahaemolyticus	226	0	4	
GCA_006372165	Vibrio parahaemolyticus	253	0	4	
GCA_006372185	Vibrio parahaemolyticus	111	0	4	
GCA_006372235	Vibrio parahaemolyticus	117	0	4	
GCA_006372255	Vibrio parahaemolyticus	700	0	4	
GCA_006372265	Vibrio parahaemolyticus	137	0	4	
GCA_006372275	Vibrio parahaemolyticus	664	0	4	
GCA_006372305	Vibrio parahaemolyticus	350	0	4	
GCA_006372325	Vibrio parahaemolyticus	80	0	4	
GCA_006372365	Vibrio parahaemolyticus	943	0	0	
GCA_006372385	Vibrio parahaemolyticus	719	0	0	
GCA_006372395	Vibrio parahaemolyticus	354	0	4	
GCA_006372405	Vibrio parahaemolyticus	135	0	4	
GCA_006372445	Vibrio parahaemolyticus	619	0	4	
GCA_006372455	Vibrio parahaemolyticus	791	0	0	
GCA_006372465	Vibrio parahaemolyticus	193	0	4	
GCA_006372485	Vibrio parahaemolyticus	101	0	4	
GCA_006372535	Vibrio parahaemolyticus	87	0	4	
GCA_006372545	Vibrio parahaemolyticus	203	0	4	
GCA_006372565	Vibrio parahaemolyticus	783	0	4	
GCA_006372575	Vibrio parahaemolyticus	175	0	4	
GCA_006372595	Vibrio parahaemolyticus	473	0	4	
GCA_006372615	Vibrio parahaemolyticus	296	0	4	
GCA_006372625	Vibrio parahaemolyticus	548	0	4	
GCA_006372635	Vibrio parahaemolyticus	86	0	4	
GCA_006372695	Vibrio parahaemolyticus	114	0	4	
GCA_006372705	Vibrio parahaemolyticus	206	0	4	
GCA_006372715	Vibrio parahaemolyticus	178	0	4	
GCA_006372735	Vibrio parahaemolyticus	1351	0	0	
GCA_006372765	Vibrio parahaemolyticus	898	0	0	
GCA_006372775	Vibrio parahaemolyticus	151	0	4	
GCA_006372785	Vibrio parahaemolyticus	125	0	4	
GCA_006372795	Vibrio parahaemolyticus	133	0	4	
